var1,var2,var3,var4,var5,var6,mf
85.1014,16848,16.6,643,0.3,0.0051,C3H3NO2
86.0599,15149,19.4,753,0.4,0.0057,C3H2O3
87.0438,18891,17,663,0.3,0.0046,C2HNO3
88.0755,15455,55.3,2156,1.1,0.0057,C2O4
89.0593,17062,5.5,215,0.1,0.0052,C2H3NO3
89.9639,16388,25,979,0.5,0.0055,C2H2O4
90.055,16786,3077.1,120565,58.7,0.0054,C2H2O4
90.0913,16209,6.6,257,0.1,0.0056,C2H2O4
91.058,15047,114.3,4490,2.2,0.0061,CHNO4
92.0606,16235,14.8,584,0.3,0.0057,CO5
95.0858,14819,15.5,616,0.3,0.0064,HNO5
96.0452,17267,5.8,230,0.1,0.0056,O6
97.0284,15246,132.2,5297,2.6,0.0064,H3NO5
97.1012,15604,11.3,454,0.2,0.0062,H3NO5
97.9689,15320,14.2,571,0.3,0.0064,H2O6
98.0314,13846,7.8,313,0.2,0.0071,H2O6
98.0596,17174,11.8,473,0.2,0.0057,H2O6
98.0969,16703,16.4,661,0.3,0.0059,H2O6
99.0442,16440,34.7,1398,0.7,0.006,C3HNO3
100.0756,21605,7.8,316,0.2,0.0046,C3O4
100.1123,15109,22.6,916,0.4,0.0066,C3O4
101.0035,12642,13.4,545,0.3,0.008,C3H3NO3
101.0604,13065,7.7,315,0.2,0.0077,C3H3NO3
102.055,15276,156.8,6399,3.1,0.0067,C3H2O4
102.1278,16259,37.5,1528,0.7,0.0063,C3H2O4
103.0397,14024,8.5,347,0.2,0.0073,C2HNO4
103.058,20037,10.8,441,0.2,0.0051,C2HNO4
104.0707,18492,4994.6,205265,100,0.0056,C2O5
105.0739,13847,201.4,8307,4,0.0076,C2H3NO4
106.0754,14340,22.6,936,0.5,0.0074,C2H2O5
107.085,15139,6.7,276,0.1,0.0071,CHNO5
108.0453,15513,5.4,224,0.1,0.007,CO6
109.0286,19579,14.3,597,0.3,0.0056,CH3NO5
109.0761,21658,6.2,259,0.1,0.005,CH3NO5
109.1012,16437,18,753,0.4,0.0066,CH3NO5
110.0602,17055,8.4,353,0.2,0.0065,CH2O6
111.0443,15127,7.3,307,0.1,0.0073,HNO6
111.1166,16481,9.4,394,0.2,0.0067,HNO6
111.9844,15641,23.4,988,0.5,0.0072,O7
112.0384,14578,17.9,756,0.4,0.0077,O7
112.9801,7694,6.2,264,0.1,0.0147,H3NO6
113.06,17269,8.8,375,0.2,0.0065,H3NO6
113.1328,15237,12.3,520,0.3,0.0074,H3NO6
113.9637,14087,30.2,1286,0.6,0.0081,H2O7
114.0554,14901,24.3,1032,0.5,0.0077,H2O7
114.948,27580,5.1,219,0.1,0.0042,C3HNO4
115.0393,18110,16.6,708,0.3,0.0064,C3HNO4
115.9796,14083,20.3,868,0.4,0.0082,C3O5
116.0706,15392,351.6,15052,7.3,0.0075,C3O5
116.9646,13898,6.9,295,0.1,0.0084,C3H3NO4
117.0543,16587,23,986,0.5,0.0071,C3H3NO4
117.0737,16890,22.6,970,0.5,0.0069,C3H3NO4
118.0859,12990,6.2,267,0.1,0.0091,C3H2O5
118.1226,13437,6.6,285,0.1,0.0088,C3H2O5
120.0659,20205,8.8,382,0.2,0.0059,C2O6
121.101,14227,10.5,461,0.2,0.0085,C2H3NO5
122.0602,16396,14.7,646,0.3,0.0074,C2H2O6
123.1168,14531,10.8,479,0.2,0.0085,CHNO6
124.0758,18587,4.7,210,0.1,0.0067,CO7
125.0962,13872,6,269,0.1,0.009,CH3NO6
126.0543,14524,35.1,1578,0.8,0.0087,CH2O7
127.0389,13847,136.3,6158,3,0.0092,HNO7
127.0752,32201,5,226,0.1,0.0039,HNO7
127.1475,13550,9.4,425,0.2,0.0094,HNO7
127.979,17437,6.6,298,0.1,0.0073,O8
128.0106,14901,6.9,313,0.2,0.0086,O8
128.0425,19805,14.6,663,0.3,0.0065,O8
128.071,14219,13.4,609,0.3,0.009,O8
129.0549,15631,9.5,436,0.2,0.0083,H3NO7
129.9596,12615,6.4,295,0.1,0.0103,H2O8
129.9954,12878,10.2,465,0.2,0.0101,H2O8
130.0507,15289,5.2,241,0.1,0.0085,H2O8
130.0861,19377,20.1,923,0.4,0.0067,H2O8
131.93,14134,7.6,352,0.2,0.0093,C3O6
131.974,13856,11.7,540,0.3,0.0095,C3O6
132.0656,13384,34.7,1605,0.8,0.0099,C3O6
132.1016,13164,5.3,246,0.1,0.01,C3O6
132.959,13682,32.7,1517,0.7,0.0097,C3H3NO5
133.0494,14620,126.7,5888,2.9,0.0091,C3H3NO5
133.0964,8561,8.4,389,0.2,0.0155,C3H3NO5
133.9722,15273,10.1,469,0.2,0.0088,C3H2O6
134.0537,10951,6.7,314,0.2,0.0122,C3H2O6
134.0812,13196,15.3,715,0.3,0.0102,C3H2O6
134.9562,15833,164,7676,3.7,0.0085,C2HNO6
135.1165,13695,9.7,453,0.2,0.0099,C2HNO6
135.9587,11516,6.5,307,0.1,0.0118,C2O7
136.9529,12954,7.8,369,0.2,0.0106,C2H3NO6
137.1327,17514,10.4,490,0.2,0.0078,C2H3NO6
138.0553,13809,8.6,410,0.2,0.01,C2H2O7
139.0504,14490,15.8,754,0.4,0.0096,CHNO7
140.0706,16587,21.8,1041,0.5,0.0084,CO8
141.0659,15140,46,2206,1.1,0.0093,CH3NO7
141.1638,16927,8.8,420,0.2,0.0083,CH3NO7
142.0499,17218,7.6,366,0.2,0.0082,CH2O8
142.0866,13991,9,433,0.2,0.0102,CH2O8
142.9544,13294,7.9,383,0.2,0.0108,HNO8
143.0317,14090,8.1,392,0.2,0.0102,HNO8
143.0578,15033,46.3,2243,1.1,0.0095,HNO8
143.9744,13270,20.1,975,0.5,0.0108,O9
144.0656,15070,32.1,1559,0.8,0.0096,O9
144.9585,17526,14.4,701,0.3,0.0083,H3NO8
144.9862,31178,6,292,0.1,0.0047,H3NO8
145.0494,14981,83.3,4061,2,0.0097,H3NO8
145.99,13916,36.4,1777,0.9,0.0105,H2O9
146.0527,14494,7.1,348,0.2,0.0101,H2O9
146.0811,14984,111.4,5442,2.7,0.0097,H2O9
146.9746,13324,20.2,988,0.5,0.011,C3HNO6
147.0838,10873,8.3,409,0.2,0.0135,C3HNO6
147.1154,11792,4.9,238,0.1,0.0125,C3HNO6
148.0604,17031,4.6,224,0.1,0.0087,C3O7
148.0961,14299,11.1,548,0.3,0.0104,C3O7
148.9717,16050,67,3307,1.6,0.0093,C3H3NO6
149.0232,16471,43.2,2132,1,0.009,C3H3NO6
149.1327,13793,10.1,497,0.2,0.0108,C3H3NO6
149.9462,10556,4.2,209,0.1,0.0142,C3H2O7
149.9694,9702,9.1,449,0.2,0.0155,C3H2O7
150.0757,14365,14.3,706,0.3,0.0104,C3H2O7
150.1117,15910,6.1,303,0.1,0.0094,C3H2O7
150.9511,15274,100.3,4971,2.4,0.0099,C2HNO7
151.9519,16925,6.8,337,0.2,0.009,C2O8
152.071,17341,15.2,756,0.4,0.0088,C2O8
152.9665,14749,37.3,1857,0.9,0.0104,C2H3NO7
153.0664,10797,4.3,214,0.1,0.0142,C2H3NO7
153.8953,18458,5.6,282,0.1,0.0083,C2H2O8
154.0485,19359,14,701,0.3,0.008,C2H2O8
155.0814,14560,65.9,3305,1.6,0.0107,CHNO8
155.9747,14550,14.4,722,0.4,0.0107,CO9
156.0663,12716,17.3,871,0.4,0.0123,CO9
156.9597,15343,5.7,288,0.1,0.0102,CH3NO8
157.9899,14724,22.6,1145,0.6,0.0107,CH2O9
158.0815,16204,13.8,700,0.3,0.0098,CH2O9
158.9729,12308,15.7,798,0.4,0.0129,HNO9
159.0669,12920,7.4,377,0.2,0.0123,HNO9
160.0055,14933,69.7,3541,1.7,0.0107,O10
160.0607,13126,11.8,597,0.3,0.0122,O10
160.0972,14555,24.9,1264,0.6,0.011,O10
160.9532,13543,8.4,427,0.2,0.0119,H3NO9
161.0057,9875,6.7,340,0.2,0.0163,H3NO9
161.0445,17029,22.8,1158,0.6,0.0095,H3NO9
161.0681,13588,24.6,1250,0.6,0.0119,H3NO9
161.0949,9700,5.1,258,0.1,0.0166,H3NO9
161.1324,14418,5.3,271,0.1,0.0112,H3NO9
161.9847,17056,40.5,2064,1,0.0095,H2O10
162.0761,16699,250.1,12760,6.2,0.0097,H2O10
162.9699,16530,6.2,317,0.2,0.0099,C3HNO7
163.0769,11346,23.4,1198,0.6,0.0144,C3HNO7
163.1484,15898,4.6,236,0.1,0.0103,C3HNO7
164.0916,14889,101.6,5212,2.5,0.011,C3O8
164.9678,15219,16.5,846,0.4,0.0108,C3H3NO7
165.0951,14247,7.6,390,0.2,0.0116,C3H3NO7
166.9226,14017,7.6,394,0.2,0.0119,C2HNO8
166.9824,15835,17,880,0.4,0.0105,C2HNO8
167.0344,14919,14.5,751,0.4,0.0112,C2HNO8
167.0815,17333,23.6,1221,0.6,0.0096,C2HNO8
167.9755,15748,9.4,487,0.2,0.0107,C2O9
168.0661,13364,54.3,2811,1.4,0.0126,C2O9
168.9174,15298,140.7,7294,3.6,0.011,C2H3NO8
168.9613,14046,33.1,1716,0.8,0.012,C2H3NO8
169.0145,13552,5.7,293,0.1,0.0125,C2H3NO8
169.0704,8879,8.4,433,0.2,0.019,C2H3NO8
169.0972,14764,79.8,4137,2,0.0115,C2H3NO8
169.9187,18012,8.6,445,0.2,0.0094,C2H2O9
169.9895,13239,11.7,606,0.3,0.0128,C2H2O9
170.0814,14602,61.3,3184,1.6,0.0116,C2H2O9
170.9144,15549,52.3,2719,1.3,0.011,CHNO9
170.9743,11508,5.3,273,0.1,0.0149,CHNO9
171.0811,12062,9.2,477,0.2,0.0142,CHNO9
172.0063,11478,11.8,614,0.3,0.015,CO10
172.0609,11461,5.4,280,0.1,0.015,CO10
172.0962,10525,7.7,402,0.2,0.0164,CO10
172.9736,14963,26.1,1361,0.7,0.0116,CH3NO9
173.0422,16458,21.9,1141,0.6,0.0105,CH3NO9
173.0943,9416,7.8,404,0.2,0.0184,CH3NO9
173.9841,15453,10.3,540,0.3,0.0113,CH2O10
174.0215,14319,16.5,863,0.4,0.0122,CH2O10
174.0766,14176,23.2,1212,0.6,0.0123,CH2O10
174.969,15941,381.4,19961,9.7,0.011,HNO10
175.1454,14639,4.2,218,0.1,0.012,HNO10
175.9724,13738,25.7,1346,0.7,0.0128,C4O8
176.0006,15382,42.8,2240,1.1,0.0114,C4O8
176.0556,13948,4,209,0.1,0.0126,C4O8
176.0919,13890,35.8,1877,0.9,0.0127,C4O8
176.9693,12485,11.1,580,0.3,0.0142,H3NO10
177.1648,10961,4.3,227,0.1,0.0162,H3NO10
177.9572,14174,9.3,489,0.2,0.0126,C4H2O8
177.9988,15134,40.5,2124,1,0.0118,C4H2O8
178.0713,15352,10.5,550,0.3,0.0116,C4H2O8
178.107,14697,28.9,1519,0.7,0.0121,C4H2O8
178.9461,15341,90.4,4756,2.3,0.0117,C3HNO8
179.1041,11399,17.7,932,0.5,0.0157,C3HNO8
179.951,14761,120.8,6365,3.1,0.0122,C3O9
179.9952,13455,7.2,379,0.2,0.0134,C3O9
180.0868,15425,419.5,22120,10.8,0.0117,C3O9
180.9395,12308,18.3,966,0.5,0.0147,C3H3NO8
181.0617,12268,6.6,349,0.2,0.0148,C3H3NO8
181.0918,12838,42.9,2267,1.1,0.0141,C3H3NO8
181.9483,15081,41.7,2202,1.1,0.0121,C3H2O9
182.0819,14375,101.9,5393,2.6,0.0127,C3H2O9
182.9349,11476,4,214,0.1,0.0159,C2HNO9
182.9772,16397,16.5,875,0.4,0.0112,C2HNO9
183.0817,9753,13.5,715,0.3,0.0188,C2HNO9
183.1128,15318,31.2,1651,0.8,0.012,C2HNO9
183.9744,9329,3.9,206,0.1,0.0197,C2O10
184.0602,13050,13.6,719,0.4,0.0141,C2O10
184.0977,11764,5.1,267,0.1,0.0156,C2O10
184.9324,21484,7.7,409,0.2,0.0086,C2H3NO9
184.9718,13402,7.2,380,0.2,0.0138,C2H3NO9
185.001,12498,4.7,247,0.1,0.0148,C2H3NO9
185.0922,12561,9.5,500,0.2,0.0147,C2H3NO9
185.9848,13995,39.4,2085,1,0.0133,C2H2O10
186.0763,16423,26.3,1392,0.7,0.0113,C2H2O10
186.928,14932,101.9,5393,2.6,0.0125,CHNO10
186.9694,14925,64.7,3423,1.7,0.0125,CHNO10
187.0168,13235,12.4,657,0.3,0.0141,CHNO10
187.106,13931,5.6,297,0.1,0.0134,CHNO10
187.9297,12657,6,318,0.2,0.0148,N2O10
187.973,9424,6.7,356,0.2,0.0199,N2O10
187.9993,13616,10.8,573,0.3,0.0138,N2O10
188.092,14932,85.2,4510,2.2,0.0126,N2O10
188.9253,14755,39.9,2116,1,0.0128,CH3NO10
188.9843,10726,6.5,343,0.2,0.0176,CH3NO10
189.0943,10175,8.2,433,0.2,0.0186,CH3NO10
189.9804,13623,31.2,1657,0.8,0.0139,H2N2O10
190.0183,19079,13.8,735,0.4,0.01,H2N2O10
190.071,15230,52.4,2784,1.4,0.0125,H2N2O10
190.1058,11532,8.1,432,0.2,0.0165,H2N2O10
190.9668,13163,14.7,783,0.4,0.0145,C4HNO8
191.0744,15707,6.4,338,0.2,0.0122,C4HNO8
191.103,38379,4,213,0.1,0.005,C4HNO8
191.1804,14337,4.7,248,0.1,0.0133,C4HNO8
191.9719,12202,7,370,0.2,0.0157,C4O9
192.0868,14024,58.8,3135,1.5,0.0137,C4O9
192.962,15604,173.2,9238,4.5,0.0124,C4H3NO8
193.0265,15819,4.2,226,0.1,0.0122,C4H3NO8
193.0894,12488,6.4,342,0.2,0.0155,C4H3NO8
193.1182,16427,6.4,341,0.2,0.0118,C4H3NO8
193.9666,15196,81.6,4357,2.1,0.0128,C4H2O9
194.1006,12423,11.6,620,0.3,0.0156,C4H2O9
194.9676,6070,12,643,0.3,0.0321,C3HNO9
195.0772,18426,13.8,736,0.4,0.0106,C3HNO9
195.1207,7896,5.1,272,0.1,0.0247,C3HNO9
195.9645,14067,25.9,1388,0.7,0.0139,C3O10
196.0078,22346,6.2,331,0.2,0.0088,C3O10
196.0612,17361,6.5,348,0.2,0.0113,C3O10
196.9569,13277,39,2088,1,0.0148,C3H3NO9
197.0922,14514,12.6,676,0.3,0.0136,C3H3NO9
197.9615,15146,44.6,2388,1.2,0.0131,C3H2O10
198.0359,14242,5.5,292,0.1,0.0139,C3H2O10
198.0765,14766,22.7,1215,0.6,0.0134,C3H2O10
198.9686,14390,43.3,2317,1.1,0.0138,C2HNO10
199.0254,16047,15.1,808,0.4,0.0124,C2HNO10
199.072,14044,18.9,1010,0.5,0.0142,C2HNO10
199.108,14622,14.4,771,0.4,0.0136,C2HNO10
199.9602,11646,15.7,838,0.4,0.0172,CN2O10
200.0487,12400,4.6,244,0.1,0.0161,CN2O10
200.0918,15969,25.1,1339,0.7,0.0125,CN2O10
201.0353,12518,4.5,243,0.1,0.0161,C2H3NO10
201.0873,13435,23.9,1275,0.6,0.015,C2H3NO10
201.9341,11391,5.1,270,0.1,0.0177,CH2N2O10
202.001,14939,33.4,1783,0.9,0.0135,CH2N2O10
202.071,13448,15.2,813,0.4,0.015,CH2N2O10
202.9651,14012,16.1,860,0.4,0.0145,HN3O10
203.0056,8571,6.3,338,0.2,0.0237,HN3O10
203.0528,16122,510.5,27279,13.3,0.0126,HN3O10
203.1028,13441,9.8,521,0.3,0.0151,HN3O10
203.9955,16224,539.8,28823,14,0.0126,C5O9
204.0566,13906,32,1708,0.8,0.0147,C5O9
204.0859,14027,26.6,1420,0.7,0.0145,C5O9
204.9766,10188,67.5,3603,1.8,0.0201,H3N3O10
205.0589,12756,8.1,434,0.2,0.0161,H3N3O10
205.0892,17990,5.9,312,0.2,0.0114,H3N3O10
205.9947,7523,9.6,514,0.3,0.0274,C5H2O9
206.1023,13623,17.6,938,0.5,0.0151,C5H2O9
206.9794,7415,6.5,346,0.2,0.0279,C4HNO9
207.9906,9939,4.6,244,0.1,0.0209,C4O10
208.0312,16205,19.5,1044,0.5,0.0128,C4O10
208.0819,14875,253,13565,6.6,0.014,C4O10
209.087,12393,27.5,1473,0.7,0.0169,C4H3NO9
210.0844,11258,8.2,439,0.2,0.0187,C4H2O10
210.4893,14303,10.6,570,0.3,0.0147,C7H2N2O6
210.9473,12454,18.9,1017,0.5,0.0169,C3HNO10
210.9723,12394,24.6,1323,0.6,0.017,C3HNO10
211.0722,9519,4.8,258,0.1,0.0222,C3HNO10
211.107,14944,7.4,397,0.2,0.0141,C3HNO10
211.9775,14468,29.4,1579,0.8,0.0147,C2N2O10
212.0957,11278,20.4,1096,0.5,0.0188,C2N2O10
212.9434,16170,7.6,409,0.2,0.0132,C3H3NO10
212.9739,6956,4.3,231,0.1,0.0306,C3H3NO10
213.0298,12008,4.2,227,0.1,0.0177,C3H3NO10
213.088,14926,33.6,1809,0.9,0.0143,C3H3NO10
213.1213,11188,7,374,0.2,0.019,C3H3NO10
213.9775,13992,14.9,798,0.4,0.0153,C2H2N2O10
213.9996,9022,13.4,720,0.4,0.0237,C2H2N2O10
214.0731,12435,7.4,398,0.2,0.0172,C2H2N2O10
214.984,10696,6,324,0.2,0.0201,CHN3O10
215.0112,14258,11.3,606,0.3,0.0151,CHN3O10
215.051,7627,5.5,293,0.1,0.0282,CHN3O10
215.1032,13246,49.8,2671,1.3,0.0162,CHN3O10
215.9958,15518,213.3,11429,5.6,0.0139,C6O9
216.087,15227,321.2,17209,8.4,0.0142,C6O9
216.9817,9674,48.2,2581,1.3,0.0224,CH3N3O10
217.0895,14549,38.1,2041,1,0.0149,CH3N3O10
218.011,13833,35.9,1922,0.9,0.0158,C6H2O9
218.1011,10927,20.1,1076,0.5,0.02,C6H2O9
218.9776,10143,6.5,350,0.2,0.0216,C5HNO9
219.0266,15215,193.9,10374,5.1,0.0144,C5HNO9
219.9959,12562,17.8,952,0.5,0.0175,C5O10
220.0278,12253,15.4,823,0.4,0.018,C5O10
220.0822,15912,21.1,1128,0.5,0.0138,C5O10
220.1167,12874,4.9,260,0.1,0.0171,C5O10
220.9717,8869,21.4,1145,0.6,0.0249,C5H3NO9
221.0251,11521,16.1,862,0.4,0.0192,C5H3NO9
221.064,12898,5.8,309,0.2,0.0171,C5H3NO9
221.0897,12012,5.4,287,0.1,0.0184,C5H3NO9
221.9886,14793,194.4,10404,5.1,0.015,C5H2O10
222.0974,13846,54,2888,1.4,0.016,C5H2O10
222.9756,11163,48.8,2615,1.3,0.02,C4HNO10
223.1022,11424,8.6,460,0.2,0.0195,C4HNO10
223.9846,10437,14.2,761,0.4,0.0215,C3N2O10
224.1078,7907,7.7,412,0.2,0.0283,C3N2O10
224.9693,11057,5.4,291,0.1,0.0203,C4H3NO10
224.9875,9217,5.1,274,0.1,0.0244,C4H3NO10
225.0861,12984,16.6,894,0.4,0.0173,C4H3NO10
226.0747,12072,4.2,226,0.1,0.0187,C3H2N2O10
226.2184,15698,6.7,363,0.2,0.0144,C3H2N2O10
226.953,18097,21.3,1148,0.6,0.0125,C2HN3O10
227.1032,14453,33.2,1790,0.9,0.0157,C2HN3O10
227.9968,12921,9.2,494,0.2,0.0176,C7O9
228.0885,9129,10.8,586,0.3,0.025,C7O9
228.1968,14782,5.2,279,0.1,0.0154,C7O9
228.9613,8205,5.5,299,0.1,0.0279,C2H3N3O10
229.0265,9380,4.7,256,0.1,0.0244,C2H3N3O10
229.1185,14581,29.5,1593,0.8,0.0157,C2H3N3O10
230.0117,14013,21.8,1180,0.6,0.0164,C7H2O9
230.1027,16698,1302.9,70439,34.3,0.0138,C7H2O9
230.2488,13731,23.8,1289,0.6,0.0168,C7H2O9
231.0437,11454,21.6,1171,0.6,0.0202,C6HNO9
231.1059,14283,146.7,7940,3.9,0.0162,C6HNO9
231.2525,12849,4.4,238,0.1,0.018,C6HNO9
231.9913,14942,28.3,1531,0.7,0.0155,C6O10
232.0836,11528,17.5,948,0.5,0.0201,C6O10
232.108,11692,22.6,1224,0.6,0.0199,C6O10
233.0224,14424,164.5,8917,4.3,0.0162,C6H3NO9
233.111,14182,8.1,438,0.2,0.0164,C6H3NO9
234.0079,11944,47.2,2561,1.2,0.0196,C6H2O10
234.0976,15072,459.7,24981,12.2,0.0155,C6H2O10
234.9902,14541,175.2,9526,4.6,0.0162,C5HNO10
235.1012,12493,46.9,2553,1.2,0.0188,C5HNO10
235.9924,9693,16.6,905,0.4,0.0243,C4N2O10
236.1115,12581,44.2,2411,1.2,0.0188,C4N2O10
236.9898,10291,7.6,412,0.2,0.023,C5H3NO10
237.1153,12589,7.1,385,0.2,0.0188,C5H3NO10
237.2207,11726,4.4,240,0.1,0.0202,C5H3NO10
238.0042,12709,8.9,487,0.2,0.0187,C4H2N2O10
238.0926,9152,6.5,355,0.2,0.026,C4H2N2O10
238.9674,14837,13.3,724,0.4,0.0161,C3HN3O10
239.0667,17120,4.7,259,0.1,0.014,C3HN3O10
239.1029,15170,11,602,0.3,0.0158,C3HN3O10
239.1475,11349,4,217,0.1,0.0211,C3HN3O10
239.2378,15507,3.8,208,0.1,0.0154,C3HN3O10
239.9989,15333,129.2,7074,3.4,0.0157,C8O9
240.0903,10906,5.4,296,0.1,0.022,C8O9
240.4989,51370,6,331,0.2,0.0047,C4N8O5
240.9579,12676,16.9,925,0.5,0.019,C3H3N3O10
240.9988,10521,14.8,813,0.4,0.0229,C3H3N3O10
241.0818,12344,15.4,848,0.4,0.0195,C3H3N3O10
241.1186,12640,15.1,827,0.4,0.0191,C3H3N3O10
241.9993,8400,6.8,372,0.2,0.0288,C8H2O9
242.1039,11772,8.8,486,0.2,0.0206,C8H2O9
242.9547,17159,7.4,406,0.2,0.0142,C7HNO9
242.9816,26707,4.9,270,0.1,0.0091,C7HNO9
243.0977,12328,15.4,846,0.4,0.0197,C7HNO9
243.1312,10555,4.7,259,0.1,0.023,C7HNO9
244.0092,12243,10.5,580,0.3,0.0199,C7O10
244.0802,14615,53.7,2960,1.4,0.0167,C7O10
244.2271,11867,8.1,449,0.2,0.0206,C7O10
244.9783,10281,7.2,396,0.2,0.0238,C7H3NO9
245.0258,8218,5.6,308,0.1,0.0298,C7H3NO9
245.0608,8641,7.4,408,0.2,0.0284,C7H3NO9
245.1135,13865,22.4,1240,0.6,0.0177,C7H3NO9
246.0064,14420,144.2,7973,3.9,0.0171,C7H2O10
246.0979,13144,29.6,1637,0.8,0.0187,C7H2O10
246.932,13951,36,1994,1,0.0177,C6HNO10
247.0377,13894,59.2,3277,1.6,0.0178,C6HNO10
247.1026,11048,5.5,303,0.1,0.0224,C6HNO10
247.1289,13206,8.2,453,0.2,0.0187,C6HNO10
248.0247,9939,11.2,619,0.3,0.025,C5N2O10
248.1133,17625,1791.2,99366,48.4,0.0141,C5N2O10
248.9282,12418,15.8,881,0.4,0.02,C6H3NO10
249.01,12099,7.6,424,0.2,0.0206,C6H3NO10
